run_id,folder,batch_size,dropout,hidden_dim,learning_rate,n_bins,n_layers,patience,pca_variance,weight_decay,accuracy,precision,recall,f1,auroc,avg_precision,best_val_loss,final_train_loss,train_val_gap,epochs_trained,train_time_sec,n_pca_total,n_pca_fp,n_pca_ch,tail_bound,TP,FP,TN,FN
20,run_0020,32,0.3,64,0.0003,8,8,20,0.9,0.0001,0.914,0.922,0.957,0.9391,0.938,0.9644,132.3001,78.4444,57.5043,54,32.8,85,56,29,32.25,378,32,143,17
21,run_0021,32,0.3,64,0.0005,5,4,20,0.9,0.0001,0.9,0.9062,0.9544,0.9297,0.9325,0.9629,125.3394,89.4851,38.5026,43,11.0,85,56,29,32.25,377,39,136,18
22,run_0022,32,0.3,64,0.0005,5,8,20,0.9,0.0001,0.9246,0.9131,0.9848,0.9476,0.945,0.9696,117.5118,67.4117,53.2322,55,27.9,85,56,29,32.25,389,37,138,6
23,run_0023,32,0.3,64,0.0005,8,4,20,0.9,0.0001,0.9211,0.9227,0.9671,0.9444,0.9412,0.968,143.4085,94.7575,56.6496,42,11.7,85,56,29,32.25,382,32,143,13
24,run_0024,32,0.3,64,0.0005,8,8,20,0.9,0.0001,0.9246,0.9211,0.9747,0.9471,0.9433,0.966,127.4965,71.2403,65.142,59,36.7,85,56,29,32.25,385,33,142,10
25,run_0025,32,0.4,24,0.0003,5,4,20,0.9,0.0001,0.9333,0.9496,0.9544,0.952,0.9623,0.9793,121.3094,99.6166,22.9894,84,18.2,85,56,29,32.25,377,20,155,18
26,run_0026,32,0.4,24,0.0003,5,8,20,0.9,0.0001,0.9123,0.9117,0.9671,0.9386,0.935,0.9648,114.8672,85.737,31.3944,68,30.5,85,56,29,32.25,382,37,138,13
27,run_0027,32,0.4,24,0.0003,8,4,20,0.9,0.0001,0.9351,0.9202,0.9924,0.9549,0.9481,0.9713,132.2258,106.3094,27.2564,84,21.3,85,56,29,32.25,392,34,141,3
28,run_0028,32,0.4,24,0.0003,8,8,20,0.9,0.0001,0.8982,0.9181,0.9367,0.9273,0.9265,0.9583,124.9976,86.8344,41.6994,91,46.3,85,56,29,32.25,370,33,142,25
29,run_0029,32,0.4,24,0.0005,5,4,20,0.9,0.0001,0.9316,0.9363,0.9671,0.9514,0.9483,0.9663,122.8867,98.6647,26.6217,64,13.4,85,56,29,32.25,382,26,149,13
30,run_0030,32,0.4,24,0.0005,5,8,20,0.9,0.0001,0.9053,0.9031,0.9671,0.934,0.9259,0.9482,114.0609,82.565,34.7892,61,27.4,85,56,29,32.25,382,41,134,13
31,run_0031,32,0.4,24,0.0005,8,4,20,0.9,0.0001,0.907,0.9233,0.9443,0.9337,0.9439,0.9698,128.4336,98.535,31.7697,79,20.4,85,56,29,32.25,373,31,144,22
32,run_0032,32,0.4,24,0.0005,8,8,20,0.9,0.0001,0.9,0.9102,0.9494,0.9294,0.938,0.9669,120.1337,82.38,38.5567,71,36.4,85,56,29,32.25,375,37,138,20
33,run_0033,32,0.4,32,0.0003,5,4,20,0.9,0.0001,0.9281,0.9194,0.9823,0.9498,0.9414,0.9656,122.2707,94.5816,29.2537,86,18.6,85,56,29,32.25,388,34,141,7
34,run_0034,32,0.4,32,0.0003,5,8,20,0.9,0.0001,0.9421,0.9269,0.9949,0.9597,0.9498,0.9721,116.3796,84.4485,34.2322,54,23.5,85,56,29,32.25,393,31,144,2
35,run_0035,32,0.4,32,0.0003,8,4,20,0.9,0.0001,0.9263,0.9274,0.9696,0.948,0.9432,0.9679,127.8275,96.9319,33.4611,121,31.9,85,56,29,32.25,383,30,145,12
36,run_0036,32,0.4,32,0.0003,8,8,20,0.9,0.0001,0.914,0.9042,0.9797,0.9405,0.9236,0.9573,127.1748,88.5792,41.2907,63,33.7,85,56,29,32.25,387,41,134,8
37,run_0037,32,0.4,32,0.0005,5,4,20,0.9,0.0001,0.9228,0.9189,0.9747,0.9459,0.9475,0.9717,122.6664,92.7803,32.1421,66,14.7,85,56,29,32.25,385,34,141,10
38,run_0038,32,0.4,32,0.0005,5,8,20,0.9,0.0001,0.9053,0.9089,0.9595,0.9335,0.9332,0.9629,117.1149,82.7163,36.6099,47,20.2,85,56,29,32.25,379,38,137,16
39,run_0039,32,0.4,32,0.0005,8,4,20,0.9,0.0001,0.9193,0.9267,0.9595,0.9428,0.941,0.9676,129.4509,94.8515,37.1649,78,21.2,85,56,29,32.25,379,30,145,16
40,run_0040,32,0.4,32,0.0005,8,8,20,0.9,0.0001,0.9053,0.9169,0.9494,0.9328,0.9457,0.9691,127.4811,82.4896,48.117,62,33.2,85,56,29,32.25,375,34,141,20
41,run_0041,32,0.4,64,0.0003,5,4,20,0.9,0.0001,0.9298,0.9257,0.9772,0.9507,0.9493,0.9705,123.8816,88.6477,37.2782,53,13.6,85,56,29,32.25,386,31,144,9
42,run_0042,32,0.4,64,0.0003,5,8,20,0.9,0.0001,0.9123,0.904,0.9772,0.9392,0.9213,0.9532,117.1909,76.579,42.1681,44,22.0,85,56,29,32.25,386,41,134,9
43,run_0043,32,0.4,64,0.0003,8,4,20,0.9,0.0001,0.9263,0.9153,0.9848,0.9488,0.9416,0.9661,133.8921,93.2186,41.0239,55,15.6,85,56,29,32.25,389,36,139,6
44,run_0044,32,0.4,64,0.0003,8,8,20,0.9,0.0001,0.8947,0.9241,0.9241,0.9241,0.9307,0.9579,130.8058,84.5347,50.5469,46,27.3,85,56,29,32.25,365,30,145,30
45,run_0045,32,0.4,64,0.0005,5,4,20,0.9,0.0001,0.9246,0.9131,0.9848,0.9476,0.947,0.9726,123.9042,85.0255,41.1275,54,13.7,85,56,29,32.25,389,37,138,6
46,run_0046,32,0.4,64,0.0005,5,8,20,0.9,0.0001,0.9281,0.9175,0.9848,0.9499,0.9346,0.9637,117.4886,71.0883,49.3724,48,25.6,85,56,29,32.25,389,35,140,6
47,run_0047,32,0.4,64,0.0005,8,4,20,0.9,0.0001,0.9211,0.9248,0.9646,0.9442,0.9417,0.966,135.5839,90.3869,50.7642,53,15.8,85,56,29,32.25,381,31,144,14
48,run_0048,32,0.4,64,0.0005,8,8,20,0.9,0.0001,0.9211,0.9127,0.9797,0.9451,0.9394,0.967,127.0379,75.5015,55.6724,51,29.7,85,56,29,32.25,387,37,138,8
49,run_0049,64,0.3,24,0.0003,5,4,20,0.9,0.0001,0.9053,0.9189,0.9468,0.9327,0.9532,0.9771,122.9459,101.5341,21.4318,113,19.0,85,56,29,32.25,374,33,142,21
50,run_0050,64,0.3,24,0.0003,5,8,20,0.9,0.0001,0.9158,0.9284,0.9519,0.94,0.9413,0.9665,115.5901,86.7191,29.6978,80,25.7,85,56,29,32.25,376,29,146,19
51,run_0051,64,0.3,24,0.0003,8,4,20,0.9,0.0001,0.9193,0.9125,0.9772,0.9438,0.9399,0.9676,132.9914,111.5861,22.9809,105,18.0,85,56,29,32.25,386,37,138,9
52,run_0052,64,0.3,24,0.0003,8,8,20,0.9,0.0001,0.9105,0.8981,0.9823,0.9383,0.9178,0.9549,124.5827,91.4888,34.6781,100,31.1,85,56,29,32.25,388,44,131,7
53,run_0053,64,0.3,24,0.0005,5,4,20,0.9,0.0001,0.9281,0.9255,0.9747,0.9494,0.9474,0.9715,124.28,97.71,28.217,74,11.0,85,56,29,32.25,385,31,144,10
54,run_0054,64,0.3,24,0.0005,5,8,20,0.9,0.0001,0.9281,0.9234,0.9772,0.9496,0.9336,0.9589,117.5713,81.5841,38.0195,64,21.9,85,56,29,32.25,386,32,143,9
55,run_0055,64,0.3,24,0.0005,8,4,20,0.9,0.0001,0.9316,0.9363,0.9671,0.9514,0.9474,0.9689,132.9164,105.5781,29.9172,74,12.8,85,56,29,32.25,382,26,149,13
56,run_0056,64,0.3,24,0.0005,8,8,20,0.9,0.0001,0.9246,0.9231,0.9722,0.947,0.947,0.9705,129.4417,88.203,45.0347,77,26.2,85,56,29,32.25,384,32,143,11
57,run_0057,64,0.3,32,0.0003,5,4,20,0.9,0.0001,0.914,0.91,0.9722,0.94,0.9316,0.9601,125.3322,99.4263,26.6556,91,17.3,85,56,29,32.25,384,38,137,11
58,run_0058,64,0.3,32,0.0003,5,8,20,0.9,0.0001,0.914,0.9261,0.9519,0.9388,0.9387,0.9659,117.3322,83.2004,35.9387,66,22.4,85,56,29,32.25,376,30,145,19
59,run_0059,64,0.3,32,0.0003,8,4,20,0.9,0.0001,0.9158,0.9348,0.9443,0.9395,0.9405,0.962,132.9829,108.4026,24.9007,82,17.6,85,56,29,32.25,373,26,149,22
60,run_0060,64,0.3,32,0.0003,8,8,20,0.9,0.0001,0.9193,0.9049,0.9873,0.9443,0.931,0.9625,124.383,88.9397,38.0726,78,30.5,85,56,29,32.25,390,41,134,5
61,run_0061,64,0.3,32,0.0005,5,4,20,0.9,0.0001,0.9316,0.9279,0.9772,0.9519,0.9512,0.9727,123.6474,92.1801,33.4831,67,10.8,85,56,29,32.25,386,30,145,9
62,run_0062,64,0.3,32,0.0005,5,8,20,0.9,0.0001,0.9246,0.9131,0.9848,0.9476,0.929,0.9577,118.4123,78.1555,43.1943,59,20.9,85,56,29,32.25,389,37,138,6
63,run_0063,64,0.3,32,0.0005,8,4,20,0.9,0.0001,0.9088,0.9193,0.9519,0.9353,0.9491,0.9732,130.5037,97.9364,37.2529,72,11.7,85,56,29,32.25,376,33,142,19
64,run_0064,64,0.3,32,0.0005,8,8,20,0.9,0.0001,0.9246,0.9335,0.9595,0.9463,0.9434,0.9603,127.8349,85.3101,45.9966,60,19.4,85,56,29,32.25,379,27,148,16
65,run_0065,64,0.3,64,0.0003,5,4,20,0.9,0.0001,0.9123,0.8984,0.9848,0.9396,0.9248,0.9582,126.5579,87.2744,44.2836,61,12.4,85,56,29,32.25,389,44,131,6
66,run_0066,64,0.3,64,0.0003,5,8,20,0.9,0.0001,0.9123,0.9097,0.9696,0.9387,0.9307,0.9605,120.2168,75.3483,49.977,44,38.7,85,56,29,32.25,383,38,137,12
67,run_0067,64,0.3,64,0.0003,8,4,20,0.9,0.0001,0.914,0.9179,0.962,0.9394,0.9285,0.9592,143.0534,104.4952,42.6899,45,8.5,85,56,29,32.25,380,34,141,15
68,run_0068,64,0.3,64,0.0003,8,8,20,0.9,0.0001,0.886,0.9388,0.8937,0.9157,0.9386,0.9646,136.615,91.3994,50.2571,38,16.3,85,56,29,32.25,353,23,152,42
69,run_0069,64,0.3,64,0.0005,5,4,20,0.9,0.0001,0.9368,0.9224,0.9924,0.9561,0.9481,0.9714,130.6035,84.4151,51.4356,42,7.7,85,56,29,32.25,392,33,142,3
70,run_0070,64,0.3,64,0.0005,5,8,20,0.9,0.0001,0.9105,0.8927,0.9899,0.9388,0.9162,0.9535,123.3936,73.4138,52.1794,39,13.7,85,56,29,32.25,391,47,128,4
71,run_0071,64,0.3,64,0.0005,8,4,20,0.9,0.0001,0.914,0.91,0.9722,0.94,0.925,0.9555,137.336,92.1614,50.4504,49,8.7,85,56,29,32.25,384,38,137,11
72,run_0072,64,0.3,64,0.0005,8,8,20,0.9,0.0001,0.907,0.9014,0.9722,0.9354,0.9336,0.9657,130.3766,79.9112,56.9328,46,17.7,85,56,29,32.25,384,42,133,11
73,run_0073,64,0.4,24,0.0003,5,4,20,0.9,0.0001,0.9228,0.9149,0.9797,0.9462,0.9445,0.9706,119.931,98.6945,22.1059,123,22.8,85,56,29,32.25,387,36,139,8
74,run_0074,64,0.4,24,0.0003,5,8,20,0.9,0.0001,0.9333,0.9322,0.9747,0.953,0.9478,0.9662,115.4618,89.7963,26.1746,58,19.6,85,56,29,32.25,385,28,147,10
75,run_0075,64,0.4,24,0.0003,8,4,20,0.9,0.0001,0.9123,0.9097,0.9696,0.9387,0.936,0.9662,130.6026,108.591,22.6614,109,16.8,85,56,29,32.25,383,38,137,12
76,run_0076,64,0.4,24,0.0003,8,8,20,0.9,0.0001,0.9088,0.9035,0.9722,0.9366,0.9209,0.9557,121.7827,94.6615,27.9594,90,29.3,85,56,29,32.25,384,41,134,11
77,run_0077,64,0.4,24,0.0005,5,4,20,0.9,0.0001,0.9263,0.9274,0.9696,0.948,0.9474,0.9715,122.5787,98.7847,24.9878,70,11.7,85,56,29,32.25,383,30,145,12
78,run_0078,64,0.4,24,0.0005,5,8,20,0.9,0.0001,0.9193,0.9049,0.9873,0.9443,0.9187,0.949,118.2442,83.9338,36.1433,57,17.8,85,56,29,32.25,390,41,134,5
79,run_0079,64,0.4,24,0.0005,8,4,20,0.9,0.0001,0.9211,0.9167,0.9747,0.9448,0.9407,0.9673,128.8598,102.855,28.2681,87,14.3,85,56,29,32.25,385,35,140,10
80,run_0080,64,0.4,24,0.0005,8,8,20,0.9,0.0001,0.9211,0.9032,0.9924,0.9457,0.9373,0.9667,127.0322,88.1648,44.331,73,25.4,85,56,29,32.25,392,42,133,3
81,run_0081,64,0.4,32,0.0003,5,4,20,0.9,0.0001,0.9298,0.9404,0.9595,0.9499,0.963,0.9814,123.1701,98.2234,27.8512,86,19.0,85,56,29,32.25,379,24,151,16
82,run_0082,64,0.4,32,0.0003,5,8,20,0.9,0.0001,0.907,0.9191,0.9494,0.934,0.933,0.9608,115.4809,85.9613,33.0385,58,20.0,85,56,29,32.25,375,33,142,20
83,run_0083,64,0.4,32,0.0003,8,4,20,0.9,0.0001,0.9263,0.9253,0.9722,0.9481,0.9435,0.9688,128.0187,104.871,25.2273,91,16.2,85,56,29,32.25,384,31,144,11
84,run_0084,64,0.4,32,0.0003,8,8,20,0.9,0.0001,0.9,0.9082,0.9519,0.9295,0.922,0.9548,126.9175,90.733,40.9519,77,19.8,85,56,29,32.25,376,38,137,19
85,run_0085,64,0.4,32,0.0005,5,4,20,0.9,0.0001,0.914,0.9482,0.9266,0.9373,0.96,0.9785,125.3314,95.0658,33.4245,60,7.3,85,56,29,32.25,366,20,155,29
86,run_0086,64,0.4,32,0.0005,5,8,20,0.9,0.0001,0.9281,0.9234,0.9772,0.9496,0.9518,0.9742,117.6832,81.4872,38.9994,46,11.4,85,56,29,32.25,386,32,143,9
87,run_0087,64,0.4,32,0.0005,8,4,20,0.9,0.0001,0.9298,0.9216,0.9823,0.951,0.9435,0.9689,134.4206,101.5194,37.3425,64,8.4,85,56,29,32.25,388,33,142,7
88,run_0088,64,0.4,32,0.0005,8,8,20,0.9,0.0001,0.9123,0.9157,0.962,0.9383,0.9311,0.9532,123.5085,81.6749,44.8251,66,16.6,85,56,29,32.25,380,35,140,15
89,run_0089,64,0.4,64,0.0003,5,4,20,0.9,0.0001,0.9263,0.9337,0.962,0.9476,0.9478,0.9686,124.9651,92.4731,32.8372,50,6.3,85,56,29,32.25,380,27,148,15
90,run_0090,64,0.4,64,0.0003,5,8,20,0.9,0.0001,0.9316,0.9159,0.9924,0.9526,0.9355,0.9619,120.4607,74.71,53.3649,48,11.7,85,56,29,32.25,392,36,139,3
91,run_0091,64,0.4,64,0.0003,8,4,20,0.9,0.0001,0.9228,0.9129,0.9823,0.9463,0.9311,0.9605,142.8394,105.5778,42.198,45,6.1,85,56,29,32.25,388,37,138,7
92,run_0092,64,0.4,64,0.0003,8,8,20,0.9,0.0001,0.9105,0.9095,0.9671,0.9374,0.9305,0.9584,134.1638,82.5168,58.6219,53,14.4,85,56,29,32.25,382,38,137,13
93,run_0093,64,0.4,64,0.0005,5,4,20,0.9,0.0001,0.9316,0.9258,0.9797,0.952,0.9467,0.9681,127.3101,86.2208,44.3088,46,6.5,85,56,29,32.25,387,31,144,8
94,run_0094,64,0.4,64,0.0005,5,8,20,0.9,0.0001,0.9,0.9246,0.9316,0.9281,0.9409,0.9585,121.721,69.2624,59.9065,48,12.6,85,56,29,32.25,368,30,145,27
95,run_0095,64,0.4,64,0.0005,8,4,20,0.9,0.0001,0.9018,0.9084,0.9544,0.9309,0.9289,0.9602,142.827,95.8032,56.7644,48,6.5,85,56,29,32.25,377,38,137,18
96,run_0096,64,0.4,64,0.0005,8,8,20,0.9,0.0001,0.9,0.9043,0.957,0.9299,0.9198,0.9519,134.032,83.9065,64.9936,39,10.4,85,56,29,32.25,378,40,135,17
